Agency,Annual_Contract_Revenue,State,Country,Congressional_District,Contracting_Agency,Contracting_Office,DUNS,Contract_Date,Vendor
DOD,62899998720,MISSOURI,USA,1,DEFENSE LOGISTICS AGENCY,DLA AVIATION,6265946,2011,MCDONNELL DOUGLAS CORPORATION
DOD,62410333000,MASSACHUSETTS,USA,4,DEPT OF THE NAVY,NAVAL MEDICAL CENTER SAN DIEGO CA,190572854,2012,"DEPUY MITEK, INC."
DOD,60500000768,ALABAMA,USA,5,DEPT OF THE ARMY,W6QK ACC-APG,126368257,2012,THE BOEING COMPANY
DOD,60500000768,ARIZONA,USA,6,DEFENSE LOGISTICS AGENCY,DLA AVIATION,131079993,2011,"BOEING COMPANY, THE"
DOD,60500000768,ARIZONA,USA,6,DEFENSE LOGISTICS AGENCY,DLA AVIATION,131079993,2011,"BOEING COMPANY, THE"
DOD,60500000768,ARIZONA,USA,6,DEFENSE LOGISTICS AGENCY,DLA AVIATION,131079993,2011,"BOEING COMPANY, THE"
DOD,60500000768,ARIZONA,USA,6,DEFENSE LOGISTICS AGENCY,DLA AVIATION,131079993,2011,"BOEING COMPANY, THE"
DOD,60500000768,ARIZONA,USA,6,DEFENSE LOGISTICS AGENCY,DLA AVIATION,131079993,2011,"BOEING COMPANY, THE"
DOD,60500000768,CALIFORNIA,USA,30,DEPT OF THE NAVY,OFFICE OF NAVAL RESEARCH,156757502,2011,"BOEING COMPANY, THE"
DOD,60500000768,CALIFORNIA,USA,46,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),DCMA BOEING LONG BEACH,8384588,2011,"BOEING COMPANY, THE"
DOD,60500000768,CALIFORNIA,USA,46,DEPT OF THE AIR FORCE,FA8650  USAF AFMC AFRL/RQK,622390818,2011,"BOEING COMPANY, THE"
DOD,60500000768,MISSOURI,USA,1,DEFENSE LOGISTICS AGENCY,DLA AVIATION,832963495,2011,"BOEING COMPANY, THE"
DOD,60500000768,MISSOURI,USA,1,DEFENSE LOGISTICS AGENCY,DLA AVIATION,832963495,2011,"BOEING COMPANY, THE"
DOD,60500000768,MISSOURI,USA,1,DEFENSE LOGISTICS AGENCY,DLA AVIATION,832963495,2011,"BOEING COMPANY, THE"
DOD,60500000768,PENNSYLVANIA,USA,1,DEPT OF THE ARMY,W4GG HQ US ARMY TACOM,172316432,2012,THE BOEING COMPANY
DOD,60000000000,CALIFORNIA,USA,37,DEFENSE LOGISTICS AGENCY,DLA AVIATION,610335155,2011,"BOEING COMPANY, THE"
DOD,56090001408,VIRGINIA,USA,3,DEPT OF THE NAVY,MILITARY SEALIFT COMMAND,40990913,2012,"MAERSK LINE, LIMITED"
DOD,56090001408,VIRGINIA,USA,3,DEPT OF THE NAVY,MILITARY SEALIFT COMMAND,40990913,2012,"MAERSK LINE, LIMITED"
DOD,55800000000,CALIFORNIA,USA,23,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,949575146,2012,KIDDE TECHNOLOGIES INC
DOD,55800000000,NORTH CAROLINA,USA,3,DEFENSE LOGISTICS AGENCY,DLA AVIATION,606955318,2011,KIDDE TECHNOLOGIES INC
DOD,55500001280,WASHINGTON,USA,9,DEPT OF THE NAVY,NAVAL AIR SYSTEMS COMMAND,39267141,2011,THE BOEING COMPANY
DOD,55290000000,ILLINOIS,USA,3,DEPT OF THE NAVY,NAVSUP FLT LOG CTR NORFOLK,114644586,2011,"CARRIER RENTAL SYSTEMS, INC."
DOD,54799998976,CONNECTICUT,USA,1,DEFENSE LOGISTICS AGENCY,DLA AVIATION,71767334,2011,HAMILTON SUNDSTRAND CORPORATION
DOD,54799998976,CONNECTICUT,USA,1,DEFENSE LOGISTICS AGENCY,DLA AVIATION,71767334,2011,HAMILTON SUNDSTRAND CORPORATION
DOD,49999998976,NEW YORK,USA,26,DEPT OF THE AIR FORCE,FA4427  60 CONS LGC,796036473,2011,"ORTHO-CLINICAL DIAGNOSTICS, INC."
DOD,48852692992,OHIO,USA,14,DEFENSE LOGISTICS AGENCY,DLA MARITIME - NORFOLK,802280032,2012,"SAINT-GOBAIN CERAMICS&PLASTICS, INC."
DOD,44999999488,,DENMARK,,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,306111290,2011,ARLA FOODS A.M.B.A
DOD,44999999488,,GERMANY,,DEFENSE COMMISSARY AGENCY  (DECA),EUROPE AREA,319574513,2011,HERMANN ARMBRUSTER GMBH & CO. BACKWAREN
DOD,44999999488,,PORTUGAL,,DEFENSE COMMISSARY AGENCY  (DECA),EUROPE AREA,449006477,2011,"EMATER - EMPRESA ABASTECEDORA DE MERCEARIAS TERCEIRENSE, S.A."
DOD,44899999744,NEW YORK,USA,22,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),DCMA LOCKHEED MARTIN OWEGO,2232973,2012,LOCKHEED MARTIN CORPORATION
DOD,44390000000,PENNSYLVANIA,USA,10,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT MECH,602634834,2011,LOCKHEED MARTIN CORPORATION
DOD,43259998208,TEXAS,USA,12,DEPT OF THE NAVY,NAVAL AIR SYSTEMS COMMAND,8016958,2012,LOCKHEED MARTIN CORPORATION
DOD,42700001280,GEORGIA,USA,11,DEPT OF THE AIR FORCE,FA8525  AFLCMC WLSK,3268869,2011,LOCKHEED MARTIN CORPORATION
DOD,41899999232,CALIFORNIA,USA,25,DEPT OF THE AIR FORCE,FA8528  AFLCMC WIKBA,619434590,2011,LOCKHEED MARTIN CORPORATION
DOD,41899999232,CALIFORNIA,USA,25,DEPT OF THE AIR FORCE,FA8528  AFLCMC WIKBA,619434590,2011,LOCKHEED MARTIN CORPORATION
DOD,41899999232,COLORADO,USA,,MISSILE DEFENSE AGENCY (MDA),MISSILE DEFENSE AGENCY (MDA),926784042,2011,LOCKHEED MARTIN CORPORATION
DOD,41899999232,KENTUCKY,USA,6,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),SPECIAL OPERATIONS FORCES SPT ACTY,962972159,2011,LOCKHEED MARTIN CORPORATION
DOD,41899999232,KENTUCKY,USA,6,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),SPECIAL OPERATIONS FORCES SPT ACTY,962972159,2011,LOCKHEED MARTIN CORPORATION
DOD,41899999232,KENTUCKY,USA,6,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),SPECIAL OPERATIONS FORCES SPT ACTY,962972159,2011,LOCKHEED MARTIN CORPORATION
DOD,41899999232,KENTUCKY,USA,6,U.S. SPECIAL OPERATIONS COMMAND (USSOCOM),SPECIAL OPERATIONS FORCES SPT ACTY,962972159,2011,LOCKHEED MARTIN CORPORATION
DOD,41899999232,NEW YORK,USA,22,DEPT OF THE AIR FORCE,FA8707  ESC HSK,801371365,2012,"LOCKHEED MARTIN INTEGRATED SYSTEMS, INC."
DOD,41899999232,NEW YORK,USA,22,DEPT OF THE AIR FORCE,FA8224  OL H  PZI PZIM,801371365,2012,"LOCKHEED MARTIN INTEGRATED SYSTEMS, INC."
DOD,41899999232,VIRGINIA,USA,2,DEPT OF THE NAVY,SPACE AND NAVAL WARFARE SYSTEMS,780820002,2011,"LOCKHEED MARTIN INTEGRATED SYSTEMS, INC."
DOD,41899999232,VIRGINIA,USA,8,DEPT OF THE ARMY,W6KD USACE EIT SVCS,806840729,2011,"LOCKHEED MARTIN INTEGRATED SYSTEMS, INC"
DOD,41899999232,VIRGINIA,USA,8,DEPT OF THE ARMY,W6KD USACE EIT SVCS,806840729,2011,"LOCKHEED MARTIN INTEGRATED SYSTEMS, INC"
DOD,41404000000,NEW YORK,USA,25,DEPT OF THE NAVY,COMMANDER,158140041,2012,LOCKHEED MARTIN CORPORATION
DOD,39565000000,CALIFORNIA,USA,14,DEPT OF THE ARMY,W7M6 USPFO ACTIVITY IL ARNG,605652288,2012,"SAVI TECHNOLOGY, INC."
DOD,38927998976,VIRGINIA,USA,8,DEPT OF THE NAVY,NAVSUP FLT LOG CTR JACKSONVILLE,603493677,2012,SPRINT COMMUNICATIONS COMPANY L.P.
DOD,37220000000,MICHIGAN,USA,3,DEFENSE LOGISTICS AGENCY,"DLA AVIATION AT PHILADELPHIA, PA",555486646,2012,EATON CORPORATION
DOD,35999997952,FLORIDA,USA,8,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,799126172,2011,"SYSCO CENTRAL FLORIDA, INC."
DOD,35214000128,DISTRICT OF COLUMBIA,USA,0,DEPT OF THE ARMY,W0ML USA DEP TOBYHANNA,185743655,2011,FEDERAL EXPRESS CORPORATION
DOD,34800001024,TEXAS,USA,,DEPT OF THE AIR FORCE,FA8251  AFSC PZABB,8016958,2011,LOCKHEED MARTIN CORPORATION
DOD,34600001536,HAWAII,USA,1,DEPT OF THE NAVY,OFFICE OF NAVAL RESEARCH,146582726,2012,BAE SYSTEMS SPECTRAL SOLUTIONS LLC
DOD,33746333696,PENNSYLVANIA,USA,2,DEFENSE LOGISTICS AGENCY,DLA DISTRIBUTION,787672310,2012,"COMCAST CABLE COMMUNICATIONS, LLC"
DOD,32999999488,TENNESSEE,USA,9,USTRANSCOM,USTRANSCOM-AQ,153718502,2011,FEDEX CORPORATION
DOD,32999999488,TENNESSEE,USA,9,USTRANSCOM,USTRANSCOM-AQ,153718502,2011,FEDEX CORPORATION
DOD,32999999488,TENNESSEE,USA,9,USTRANSCOM,USTRANSCOM-AQ,153718502,2011,FEDEX CORPORATION
DOD,32999999488,TENNESSEE,USA,9,USTRANSCOM,USTRANSCOM-AQ,153718502,2011,FEDEX CORPORATION
DOD,32999999488,TENNESSEE,USA,9,USTRANSCOM,USTRANSCOM-AQ,153718502,2011,FEDEX CORPORATION
DOD,32999999488,TENNESSEE,USA,9,USTRANSCOM,USTRANSCOM-AQ,153718502,2011,FEDEX CORPORATION
DOD,32999999488,VIRGINIA,USA,4,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3176880,2011,"SYSCO FOOD SERVICES OF HAMPTON ROADS, INC"
DOD,32999999488,VIRGINIA,USA,4,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3176880,2011,"SYSCO FOOD SERVICES OF HAMPTON ROADS, INC"
DOD,32999999488,VIRGINIA,USA,4,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3176880,2011,"SYSCO FOOD SERVICES OF HAMPTON ROADS, INC"
DOD,32999999488,VIRGINIA,USA,4,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3176880,2011,"SYSCO FOOD SERVICES OF HAMPTON ROADS, INC"
DOD,32999999488,VIRGINIA,USA,4,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3176880,2011,"SYSCO FOOD SERVICES OF HAMPTON ROADS, INC"
DOD,32999999488,VIRGINIA,USA,4,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3176880,2011,"SYSCO FOOD SERVICES OF HAMPTON ROADS, INC"
DOD,32999999488,VIRGINIA,USA,4,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3176880,2011,"SYSCO FOOD SERVICES OF HAMPTON ROADS, INC"
DOD,32374000000,,CANADA,,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME,201756876,2012,GENERAL DYNAMICS LAND SYSTEMS - CANADA CORPORATION
DOD,32321474560,VIRGINIA,USA,4,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3176880,2011,"SYSCO HAMPTON ROADS, INC."
DOD,32321474560,VIRGINIA,USA,4,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,3176880,2011,"SYSCO HAMPTON ROADS, INC."
DOD,32137000960,CALIFORNIA,USA,50,DEPT OF THE AIR FORCE,FA8528  AFLCMC WIKBA,186618869,2011,NORTHROP GRUMMAN SYSTEMS CORPORATION
DOD,32137000960,CALIFORNIA,USA,50,DEPT OF THE NAVY,NAVAL AIR SYSTEMS COMMAND,186618869,2012,NORTHROP GRUMMAN SYSTEMS CORPORATION
DOD,32137000960,CALIFORNIA,USA,50,DEFENSE LOGISTICS AGENCY,"DLA AVIATION AT PHILADELPHIA, PA",186618869,2012,NORTHROP GRUMMAN SYSTEMS CORPORATION
DOD,32137000960,CALIFORNIA,USA,36,DEFENSE LOGISTICS AGENCY,DLA AVIATION,938535028,2012,NORTHROP GRUMMAN SYSTEMS CORPORATION
DOD,32137000960,VIRGINIA,USA,10,DEPT OF THE AIR FORCE,FA8750  AFRL RIK,962048646,2011,NORTHROP GRUMMAN SYSTEMS CORPORATION
DOD,32137000960,VIRGINIA,USA,10,DEPT OF THE ARMY,W6QK ACC-RSA,152791505,2011,NORTHROP GRUMMAN SPACE&MISSION SYSTEMS CORP.
DOD,32000000000,FLORIDA,USA,24,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),DEF ADVANCED RESEARCH PROJECTS AGCY,1690924,2011,LOCKHEED MARTIN CORPORATION
DOD,32000000000,FLORIDA,USA,24,DEPT OF THE AIR FORCE,FA9422  AFNWC PKE,1690924,2011,LOCKHEED MARTIN CORPORATION
DOD,31901999104,COLORADO,USA,5,MISSILE DEFENSE AGENCY (MDA),MDIOC,152791091,2011,NORTHROP GRUMMAN SPACE&MISSION SYSTEMS CORP.
DOD,31901999104,MARYLAND,USA,3,DEFENSE LOGISTICS AGENCY,DLA AVIATION,91808832,2011,NORTHROP GRUMMAN SYSTEMS CORPORATION
DOD,31901999104,MARYLAND,USA,6,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT MECH,18203450,2012,NORTHROP GRUMMAN SYSTEMS CORPORATION
DOD,31901999104,MARYLAND,USA,6,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT,18203450,2012,NORTHROP GRUMMAN SYSTEMS CORPORATION
DOD,31802667008,VIRGINIA,USA,3,DEPT OF THE NAVY,MID ATLANTIC REG MAINT CTR,153920269,2012,"EARL INDUSTRIES, L.L.C."
DOD,31466000384,ALABAMA,USA,5,DEPT OF THE ARMY,W2V6 USA ENG SPT CTR HUNTSVIL,827861662,2011,JOHNSON CONTROLS BUILDING AUTOMATION SYSTEMS LLC
DOD,31249000000,VERMONT,USA,0,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT MECH,3567125,2012,"GENERAL DYNAMICS ARMAMENT AND TECHNICAL PRODUCTS, INC."
DOD,30702999552,ILLINOIS,USA,8,DEFENSE LOGISTICS AGENCY,DLA AVIATION,5128988,2011,NORTHROP GRUMMAN SYSTEMS CORPORATION
DOD,30702999552,VIRGINIA,USA,10,DEPT OF THE NAVY,NAVAL AIR WARFARE CENTER AIR DIV,59069211,2011,NORTHROP GRUMMAN TECHNICAL SERVICES INC
DOD,30702999552,VIRGINIA,USA,10,DEPT OF THE AIR FORCE,FA8223  AFLCMC WLDK HN,59069211,2011,"NORTHROP GRUMMAN TECHNICAL SERVICES, INC."
DOD,30000000000,OHIO,USA,15,DEPT OF THE NAVY,NAVSUP FLT LOG CTR  SAN DIEGO,963663328,2011,HONEYWELL INTERNATIONAL INC.
DOD,29699999744,MARYLAND,USA,3,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT MECH,8299419,2011,"WINDERMERE INFORMATION TECHNOLOGY SYSTEMS, LLC"
DOD,29507000320,TEXAS,USA,1,DEPT OF THE ARMY,W6QK ACC-APG,622208366,2011,"GENERAL DYNAMICS SATCOM TECHNOLOGIES, INC."
DOD,29507000000,CALIFORNIA,USA,51,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME SUPPLIER,64126154,2011,"AXSYS TECHNOLOGIES, INC."
DOD,29507000000,CONNECTICUT,USA,2,DEFENSE LOGISTICS AGENCY,DLA TROP SUPPORT C&E HARDWARE,963737366,2011,ELECTRIC BOAT CORPORATION
DOD,29500000000,,CANADA,,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME,201756876,2011,GENERAL DYNAMICS LAND SYSTEMS - CANADA CORPORATION
DOD,28898333000,CALIFORNIA,USA,24,DEFENSE LOGISTICS AGENCY,DLA AVIATION,86503539,2011,"ALCOA GLOBAL FASTENERS, INC."
DOD,28565000192,VIRGINIA,USA,8,DEPT OF THE NAVY,SPAWAR SYSTEMS CENTER ATLANTIC,620827688,2011,"ORACLE AMERICA, INC."
DOD,28000000000,INDIANA,USA,3,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),DCMA DAYTON,938276292,2011,BAE SYSTEMS CONTROLS INC.
DOD,28000000000,NEW HAMPSHIRE,USA,2,DEPT OF THE NAVY,NAVAL AIR SYSTEMS COMMAND,7205920,2011,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION I
DOD,28000000000,NEW HAMPSHIRE,USA,1,DEPT OF THE ARMY,W6QK ACC-RSA,7185452,2012,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION I
DOD,28000000000,NEW JERSEY,USA,3,DEPT OF THE NAVY,NAVSEA HQ,848028494,2011,LOCKHEED MARTIN CORPORATION
DOD,28000000000,NEW JERSEY,USA,4,DEPT OF THE ARMY,W6QK ACC-RSA,68514251,2011,"LOCKHEED MARTIN INTEGRATED SYSTEMS, INC."
DOD,28000000000,TEXAS,USA,25,DEFENSE LOGISTICS AGENCY,DLA AVIATION,787526839,2011,BAE SYSTEMS INFORMATION AND ELECTRONIC SYSTEMS INTEGRATION I
DOD,27402000000,MARYLAND,USA,6,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT MECH,18203450,2012,NORTHROP GRUMMAN SYSTEMS CORPORATION
DOD,27000000512,MASSACHUSETTS,USA,9,DEPT OF THE NAVY,COMMANDER,785809349,2011,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC."
DOD,27000000512,MASSACHUSETTS,USA,9,DEPT OF THE AIR FORCE,FA8528  AFLCMC WIKBA,785809349,2011,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC."
DOD,27000000512,MASSACHUSETTS,USA,9,DEPT OF THE AIR FORCE,FA4427  60 CONS LGC,785809349,2012,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC."
DOD,27000000512,MASSACHUSETTS,USA,9,DEPT OF THE AIR FORCE,FA8707  ESC HSK,785809349,2012,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC."
DOD,27000000512,MASSACHUSETTS,USA,9,DEPT OF THE NAVY,SPAWAR SYSTEMS CENTER ATLANTIC,785809349,2012,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC."
DOD,27000000000,ALABAMA,USA,3,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME,40901068,2012,"BAE SYSTEMS LAND&ARMAMENTS, L.P."
DOD,27000000000,ALABAMA,USA,3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,40901068,2012,"BAE SYSTEMS LAND&ARMAMENTS, L.P."
DOD,25429999616,CALIFORNIA,USA,25,DEPT OF THE AIR FORCE,FA8110  AFLCMC WWZK,362686958,2011,NORTHROP GRUMMAN SYSTEMS CORPORATION
DOD,25018000000,MINNESOTA,USA,4,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME SUPPLIER,6173082,2011,3M COMPANY
DOD,25017999360,MINNESOTA,USA,4,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,6173082,2011,3M COMPANY
DOD,25000000000,ARIZONA,USA,7,DEPT OF THE NAVY,COMMANDER,794598573,2012,RAYTHEON COMPANY
DOD,24999999488,KENTUCKY,USA,3,DEPT OF THE NAVY,NAVSUP WEAPON SYSTEMS SUPPORT MECH,966808826,2011,BAE SYSTEMS LAND&ARMAMENTS INC.
DOD,24999999488,KENTUCKY,USA,3,DEFENSE CONTRACT MANAGEMENT AGENCY (DCMA),DCMA DAYTON,966808826,2011,BAE SYSTEMS LAND&ARMAMENTS INC.
DOD,24000000000,WISCONSIN,USA,5,DEPT OF THE NAVY,NAVAL HOSPITAL CAMP PENDLETON,6076632,2012,"QUEST TECHNOLOGIES, INC."
DOD,23000000512,ARIZONA,USA,7,DEPT OF THE ARMY,W6QK ACC-RSA,794598573,2012,RAYTHEON COMPANY
DOD,22000001024,MARYLAND,USA,3,DEPT OF THE NAVY,NAVSUP FLT LOG CTR  YOKOSUKA,69373090,2011,"MOTOROLA SOLUTIONS, INC."
DOD,22000001024,MARYLAND,USA,3,DEPT OF THE ARMY,0411 AQ HQ     HQ PARC,69373090,2012,"MOTOROLA SOLUTIONS, INC."
DOD,22000000000,VIRGINIA,USA,8,DEFENSE LOGISTICS AGENCY,DLA  DOCUMENT SERVICES,39860122,2011,XEROX CORPORATION
DOD,21301999616,MICHIGAN,USA,15,DEFENSE ADVANCED RESEARCH PROJECTS AGENCY  (DARPA),DEF ADVANCED RESEARCH PROJECTS AGCY,19984173,2011,"GENERAL DYNAMICS ADVANCED INFORMATION SYSTEMS, INC."
DOD,21000000000,INDIANA,USA,3,DEPT OF THE ARMY,W6QK ACC-APG,21645890,2012,RAYTHEON COMPANY
DOD,20258000896,NORTH CAROLINA,USA,4,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,607690989,2011,DEERE&COMPANY
DOD,19263000576,SOUTH CAROLINA,USA,2,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,7919475,2011,"U.S. FOODSERVICE, INC."
DOD,18000000000,GEORGIA,USA,7,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME,169881935,2011,"A. E. PETSCHE COMPANY, INC."
DOD,18000000000,MARYLAND,USA,7,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME SUPPLIER,3108123,2012,"NURAD TECHNOLOGIES, INC."
DOD,17999998976,CALIFORNIA,USA,49,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,28139517,2011,"JOSEPH WEBB FOODS, INC"
DOD,17999998976,GEORGIA,USA,13,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,140752374,2011,"U.S. FOODSERVICE, INC."
DOD,17999998976,GEORGIA,USA,13,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,140752374,2011,"U.S. FOODSERVICE, INC."
DOD,17999998976,GEORGIA,USA,13,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,140752374,2011,"U.S. FOODSERVICE, INC."
DOD,17999998976,GEORGIA,USA,13,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,140752374,2011,"U.S. FOODSERVICE, INC."
DOD,17999998976,GEORGIA,USA,13,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,140752374,2011,"U.S. FOODSERVICE, INC."
DOD,17999998976,GEORGIA,USA,13,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,140752374,2011,"U.S. FOODSERVICE, INC."
DOD,17999998976,MARYLAND,USA,3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,34110689,2011,"U.S. FOODSERVICE, INC."
DOD,17999998976,MARYLAND,USA,3,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,34110689,2011,"U.S. FOODSERVICE, INC."
DOD,17999998976,MARYLAND,USA,7,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME SUPPLIER,3108123,2012,"NURAD TECHNOLOGIES, INC."
DOD,17999998976,NEW MEXICO,USA,1,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,782980403,2011,"U.S. FOODSERVICE, INC."
DOD,17999998976,OKLAHOMA,USA,5,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,88162420,2011,"U.S. FOODSERVICE, INC."
DOD,17999998976,OKLAHOMA,USA,5,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,88162420,2011,"U.S. FOODSERVICE, INC."
DOD,17999998976,OKLAHOMA,USA,5,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,88162420,2011,"U.S. FOODSERVICE, INC."
DOD,17999998976,OKLAHOMA,USA,5,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,88162420,2011,"U.S. FOODSERVICE, INC."
DOD,17667000000,WASHINGTON,USA,1,DEPT OF THE ARMY,W40M EUR REGIONAL CONTRACT OFC,42080403,2012,"FRESENIUS KABI, LLC"
DOD,16739999744,VIRGINIA,USA,8,DEFENSE THREAT REDUCTION AGENCY (DTRA),DEFENSE THREAT REDUCTION AGENCY,43991108,2011,COMPUTER SCIENCES CORPORATION
DOD,16400000000,NEW JERSEY,USA,11,DEFENSE LOGISTICS AGENCY,DLA DOCUMENT SERVICES,61079273,2011,RICOH AMERICAS CORPORATION
DOD,16300000256,ILLINOIS,USA,9,DEFENSE LOGISTICS AGENCY,DLA DOCUMENT SERVICES,137644035,2011,XEROX CORPORATION
DOD,16199999488,CALIFORNIA,USA,44,DEPT OF THE NAVY,COMMANDING OFFICER,615378259,2012,COMPUTER SCIENCES CORPORATION
DOD,16000000000,MASSACHUSETTS,USA,9,DEPT OF THE ARMY,W6QK ACC-APG NATICK,799177691,2012,ILLINOIS TOOL WORKS INC.
DOD,15810034000,OHIO,USA,3,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME SUPPLIER,96749457,2011,"ARROW ELECTRONICS, INC."
DOD,15441037312,COLORADO,USA,6,DEPT OF THE NAVY,NAVSUP FLT LOG CTR NORFOLK,829160865,2011,ARROW ENTERPRISE COMPUTING SOLUTIONS INC.
DOD,15200000000,VIRGINIA,USA,10,DEFENSE INFORMATION SYSTEMS AGENCY (DISA),IT CONTRACTING DIVISION - PL83,77817617,2011,"HP ENTERPRISE SERVICES, LLC"
DOD,15000000000,ILLINOIS,USA,13,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME,170944768,2011,NAVISTAR DEFENSE LLC
DOD,15000000000,ILLINOIS,USA,13,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME,170944768,2011,NAVISTAR DEFENSE LLC
DOD,15000000000,ILLINOIS,USA,13,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME,170944768,2012,NAVISTAR DEFENSE LLC
DOD,15000000000,ILLINOIS,USA,13,DEFENSE LOGISTICS AGENCY,DLA LAND AND MARITIME,170944768,2012,NAVISTAR DEFENSE LLC
DOD,14901000192,TEXAS,USA,4,DEPT OF THE AIR FORCE,FA8620  AFLCMC WI,118052013,2011,L-3 COMMUNICATIONS CORPORATION
DOD,14600000000,,AUSTRALIA,,DEPT OF THE NAVY,NAVAL SURFACE WARFARE CENTER,751568072,2012,THALES AUSTRALIA LIMITED
DOD,14000000000,ARIZONA,USA,7,MISSILE DEFENSE AGENCY (MDA),MISSILE DEFENSE AGENCY,794598573,2012,RAYTHEON COMPANY
DOD,14000000000,CALIFORNIA,USA,40,DEPT OF THE ARMY,W6QK ACC-RSA,859032091,2012,THALES-RAYTHEON SYSTEMS COMPANY LLC
DOD,14000000000,FLORIDA,USA,10,DEPT OF THE AIR FORCE,FA8217 AFLCMC PZZK,39192216,2011,RAYTHEON COMPANY
DOD,14000000000,MASSACHUSETTS,USA,3,DEPT OF THE AIR FORCE,FA8730  AFLCMC HBK BM,193049236,2011,RAYTHEON COMPANY
DOD,14000000000,TEXAS,USA,4,DEPT OF THE NAVY,NSWC CRANE,799855812,2012,RAYTHEON COMPANY
DOD,14000000000,WASHINGTON,USA,9,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,835568965,2011,"SYSCO SEATTLE, INC."
DOD,14000000000,WASHINGTON,USA,9,DEFENSE LOGISTICS AGENCY,DLA TROOP SUPPORT,835568965,2011,"SYSCO SEATTLE, INC."
DOD,13960999936,TEXAS,USA,4,DEPT OF THE NAVY,NSWC CRANE,7365984,2012,L-3 COMMUNICATIONS CORPORATION
